year,date,block,plot,treatment,moose.cage,trap.type,trap.num,genus,species,code,abundance
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,17,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,18,Aphaenogaster,picea,aphpic,3
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,19,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,2,Aphaenogaster,fulva,aphful,4
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,2,Aphaenogaster,picea,aphpic,4
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,21,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,25,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,3,Aphaenogaster,fulva,aphful,2
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,4,Aphaenogaster,picea,aphpic,5
2008,7/11/2008,Ridge,6,HemlockControl,,pitfall,7,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,bait,,Aphaenogaster,fulva,aphful,18
2008,7/11/2008,Ridge,7,HardwoodControl,,bait,,Aphaenogaster,picea,aphpic,16
2008,7/11/2008,Ridge,7,HardwoodControl,,bait,,Camponotus,pennsylvanicus,campen,2
2008,7/11/2008,Ridge,7,HardwoodControl,,bait,,Myrmica,punctiventris,myrpun,2
2008,7/11/2008,Ridge,7,HardwoodControl,,bait,,Temnothorax,longispinosus,temlon,1
2008,7/11/2008,Ridge,7,HardwoodControl,,hand,,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,hand,,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Ridge,7,HardwoodControl,,hand,,Formica,neogagates,forneo1,2
2008,7/11/2008,Ridge,7,HardwoodControl,,hand,,Formica,subsericea,forsub3,1
2008,7/11/2008,Ridge,7,HardwoodControl,,litter,2,Aphaenogaster,fulva,aphful,1
2008,7/11/2008,Ridge,7,HardwoodControl,,litter,3,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,litter,3,Stenamma,impar,steimp,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,10,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,10,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,11,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,12,Lasius,umbratus,lasumb,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,13,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,15,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,15,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,15,Lasius,umbratus,lasumb,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,17,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,2,Aphaenogaster,picea,aphpic,3
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,2,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,20,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,20,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,21,Lasius,umbratus,lasumb,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,23,Aphaenogaster,picea,aphpic,4
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,25,Aphaenogaster,fulva,aphful,4
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,25,Aphaenogaster,picea,aphpic,4
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,25,Camponotus,pennsylvanicus,campen,2
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,3,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,3,Camponotus,pennsylvanicus,campen,3
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,3,Lasius,umbratus,lasumb,3
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,6,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,6,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,7,Aphaenogaster,picea,aphpic,4
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,7,Lasius,umbratus,lasumb,1
2008,7/11/2008,Ridge,7,HardwoodControl,,pitfall,9,Aphaenogaster,fulva,aphful,1
2008,7/11/2008,Valley,1,Girdled,,bait,,Aphaenogaster,picea,aphpic,15
2008,7/11/2008,Valley,1,Girdled,,hand,,Aphaenogaster,picea,aphpic,6
2008,7/11/2008,Valley,1,Girdled,,hand,,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,1,Girdled,,litter,2,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,10,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,11,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,18,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,19,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,2,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,2,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,21,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,22,Stenamma,brevicorne,stebre,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,23,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,1,Girdled,,pitfall,6,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,1,Girdled,,pitfall,7,Aphaenogaster,picea,aphpic,3
2008,7/11/2008,Valley,1,Girdled,,pitfall,7,Camponotus,pennsylvanicus,campen,3
2008,7/11/2008,Valley,1,Girdled,,pitfall,9,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,2,Logged,,hand,,Aphaenogaster,picea,aphpic,6
2008,7/11/2008,Valley,2,Logged,,hand,,Camponotus,novaeboracensis,camnov,6
2008,7/11/2008,Valley,2,Logged,,hand,,Camponotus,pennsylvanicus,campen,7
2008,7/11/2008,Valley,2,Logged,,litter,2,Camponotus,novaeboracensis,camnov,1
2008,7/11/2008,Valley,2,Logged,,pitfall,10,Lasius,americanus,lasame,1
2008,7/11/2008,Valley,2,Logged,,pitfall,2,Formica,subsericea,forsub3,1
2008,7/11/2008,Valley,2,Logged,,pitfall,20,Camponotus,novaeboracensis,camnov,1
2008,7/11/2008,Valley,2,Logged,,pitfall,22,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,2,Logged,,pitfall,22,Formica,subsericea,forsub3,7
2008,7/11/2008,Valley,2,Logged,,pitfall,25,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,2,Logged,,pitfall,25,Camponotus,pennsylvanicus,campen,2
2008,7/11/2008,Valley,2,Logged,,pitfall,3,Aphaenogaster,fulva,aphful,2
2008,7/11/2008,Valley,2,Logged,,pitfall,3,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,2,Logged,,pitfall,4,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,2,Logged,,pitfall,5,Camponotus,pennsylvanicus,campen,2
2008,7/11/2008,Valley,2,Logged,,pitfall,8,Lasius,americanus,lasame,1
2008,7/11/2008,Valley,2,Logged,,pitfall,9,Formica,subsericea,forsub3,1
2008,7/11/2008,Valley,3,HemlockControl,,bait,,Aphaenogaster,picea,aphpic,20
2008,7/11/2008,Valley,3,HemlockControl,,hand,,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,3,HemlockControl,,litter,1,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,3,HemlockControl,,pitfall,12,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,3,HemlockControl,,pitfall,20,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,3,HemlockControl,,pitfall,7,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,3,HemlockControl,,pitfall,7,Lasius,americanus,lasame,1
2008,7/11/2008,Valley,8,HardwoodControl,,hand,,Aphaenogaster,picea,aphpic,11
2008,7/11/2008,Valley,8,HardwoodControl,,hand,,Formica,aserva,forase,3
2008,7/11/2008,Valley,8,HardwoodControl,,hand,,Formica,neogagates,forneo1,1
2008,7/11/2008,Valley,8,HardwoodControl,,hand,,Formica,subaenescens,forsub1,2
2008,7/11/2008,Valley,8,HardwoodControl,,hand,,Myrmica,punctiventris,myrpun,3
2008,7/11/2008,Valley,8,HardwoodControl,,litter,1,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,8,HardwoodControl,,litter,1,Stenamma,impar,steimp,1
2008,7/11/2008,Valley,8,HardwoodControl,,litter,2,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,1,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,11,Formica,subsericea,forsub3,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,13,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,13,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,14,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,16,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,16,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,17,Aphaenogaster,picea,aphpic,3
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,17,Formica,subsericea,forsub3,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,17,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,19,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,2,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,20,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,22,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,22,Formica,subsericea,forsub3,3
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,22,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,24,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,3,Formica,aserva,forase,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,6,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,6,Camponotus,pennsylvanicus,campen,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,6,Formica,subsericea,forsub3,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,6,Myrmica,punctiventris,myrpun,2
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,7,Aphaenogaster,fulva,aphful,2
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,7,Aphaenogaster,picea,aphpic,2
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,7,Myrmica,punctiventris,myrpun,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,8,Aphaenogaster,picea,aphpic,1
2008,7/11/2008,Valley,8,HardwoodControl,,pitfall,8,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,10,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,10,Lasius,umbratus,lasumb,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,12,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,13,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,14,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,15,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,18,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,2,Temnothorax,longispinosus,temlon,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,20,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,20,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,3,Aphaenogaster,picea,aphpic,3
2009,7/17/2009,Ridge,4,Logged,,pitfall,3,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,3,Lasius,umbratus,lasumb,1
2009,7/17/2009,Ridge,4,Logged,,pitfall,3,Myrmica,punctiventris,myrpun,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,12,Aphaenogaster,picea,aphpic,4
2009,7/17/2009,Ridge,5,Girdled,,pitfall,12,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,13,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,13,Camponotus,pennsylvanicus,campen,2
2009,7/17/2009,Ridge,5,Girdled,,pitfall,16,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,17,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Ridge,5,Girdled,,pitfall,19,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,20,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,24,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Ridge,5,Girdled,,pitfall,3,Camponotus,pennsylvanicus,campen,2
2009,7/17/2009,Ridge,5,Girdled,,pitfall,4,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,6,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Ridge,5,Girdled,,pitfall,8,Aphaenogaster,fulva,aphful,1
2009,7/17/2009,Ridge,5,Girdled,,pitfall,8,Camponotus,pennsylvanicus,campen,2
2009,7/17/2009,Ridge,5,Girdled,,pitfall,9,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,16,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,19,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,21,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,22,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,4,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,5,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,6,HemlockControl,,pitfall,7,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,1,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,1,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,12,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,14,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,14,Myrmica,punctiventris,myrpun,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,15,Camponotus,pennsylvanicus,campen,3
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,16,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,17,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,18,Myrmica,punctiventris,myrpun,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,18,Stenamma,impar,steimp,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,2,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,20,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,21,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,21,Lasius,umbratus,lasumb,3
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,22,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,23,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,24,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,25,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,25,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,25,Lasius,umbratus,lasumb,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,25,Myrmica,punctiventris,myrpun,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,3,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,4,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,6,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Ridge,7,HardwoodControl,,pitfall,7,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,1,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,11,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,1,Girdled,,pitfall,11,Lasius,umbratus,lasumb,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,16,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,1,Girdled,,pitfall,18,Aphaenogaster,picea,aphpic,3
2009,7/17/2009,Valley,1,Girdled,,pitfall,19,Aphaenogaster,fulva,aphful,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,19,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,22,Myrmica,incompleta,myrinc,2
2009,7/17/2009,Valley,1,Girdled,,pitfall,24,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,5,Lasius,umbratus,lasumb,1
2009,7/17/2009,Valley,1,Girdled,,pitfall,8,Myrmica,punctiventris,myrpun,1
2009,7/17/2009,Valley,2,Logged,,pitfall,1,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,2,Logged,,pitfall,1,Camponotus,novaeboracensis,camnov,1
2009,7/17/2009,Valley,2,Logged,,pitfall,1,Formica,argentea,forarg,3
2009,7/17/2009,Valley,2,Logged,,pitfall,1,Lasius,umbratus,lasumb,1
2009,7/17/2009,Valley,2,Logged,,pitfall,10,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,2,Logged,,pitfall,11,Formica,subsericea,forsub3,1
2009,7/17/2009,Valley,2,Logged,,pitfall,14,Camponotus,novaeboracensis,camnov,1
2009,7/17/2009,Valley,2,Logged,,pitfall,16,Formica,subsericea,forsub3,1
2009,7/17/2009,Valley,2,Logged,,pitfall,17,Camponotus,novaeboracensis,camnov,1
2009,7/17/2009,Valley,2,Logged,,pitfall,17,Formica,subsericea,forsub3,2
2009,7/17/2009,Valley,2,Logged,,pitfall,18,Aphaenogaster,picea,aphpic,7
2009,7/17/2009,Valley,2,Logged,,pitfall,2,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,2,Logged,,pitfall,21,Formica,subsericea,forsub3,1
2009,7/17/2009,Valley,2,Logged,,pitfall,22,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,2,Logged,,pitfall,23,Formica,subsericea,forsub3,3
2009,7/17/2009,Valley,2,Logged,,pitfall,23,Lasius,umbratus,lasumb,4
2009,7/17/2009,Valley,2,Logged,,pitfall,24,Aphaenogaster,fulva,aphful,1
2009,7/17/2009,Valley,2,Logged,,pitfall,24,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,2,Logged,,pitfall,25,Aphaenogaster,fulva,aphful,1
2009,7/17/2009,Valley,2,Logged,,pitfall,25,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,2,Logged,,pitfall,3,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,2,Logged,,pitfall,3,Formica,aserva,forase,1
2009,7/17/2009,Valley,2,Logged,,pitfall,3,Formica,subsericea,forsub3,2
2009,7/17/2009,Valley,2,Logged,,pitfall,3,Lasius,umbratus,lasumb,1
2009,7/17/2009,Valley,2,Logged,,pitfall,6,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,2,Logged,,pitfall,6,Formica,subsericea,forsub3,2
2009,7/17/2009,Valley,2,Logged,,pitfall,6,Lasius,umbratus,lasumb,2
2009,7/17/2009,Valley,2,Logged,,pitfall,8,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,2,Logged,,pitfall,8,Lasius,umbratus,lasumb,1
2009,7/17/2009,Valley,2,Logged,,pitfall,9,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,2,Logged,,pitfall,9,Formica,aserva,forase,1
2009,7/17/2009,Valley,2,Logged,,pitfall,9,Formica,subsericea,forsub3,1
2009,7/17/2009,Valley,3,HemlockControl,,pitfall,1,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,3,HemlockControl,,pitfall,12,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,3,HemlockControl,,pitfall,12,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,3,HemlockControl,,pitfall,18,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,3,HemlockControl,,pitfall,4,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,1,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,1,Myrmica,incompleta,myrinc,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,12,Myrmica,punctiventris,myrpun,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,13,Aphaenogaster,fulva,aphful,3
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,13,Aphaenogaster,picea,aphpic,3
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,14,Aphaenogaster,picea,aphpic,3
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,14,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,18,Aphaenogaster,picea,aphpic,3
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,2,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,20,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,21,Aphaenogaster,picea,aphpic,6
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,24,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,25,Camponotus,pennsylvanicus,campen,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,3,Aphaenogaster,picea,aphpic,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,3,Formica,neogagates,forneo1,1
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,6,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,7,Aphaenogaster,picea,aphpic,2
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,8,Aphaenogaster,fulva,aphful,2
2009,7/17/2009,Valley,8,HardwoodControl,,pitfall,8,Aphaenogaster,picea,aphpic,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,1,Aphaenogaster,picea,aphpic,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,1,Camponotus,pennsylvanicus,campen,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,10,Aphaenogaster,picea,aphpic,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,10,Camponotus,pennsylvanicus,campen,4
2010,7/23/2010,Ridge,4,Logged,,pitfall,11,Aphaenogaster,picea,aphpic,3
2010,7/23/2010,Ridge,4,Logged,,pitfall,11,Camponotus,novaeboracensis,camnov,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,11,Camponotus,pennsylvanicus,campen,5
2010,7/23/2010,Ridge,4,Logged,,pitfall,12,Camponotus,pennsylvanicus,campen,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,14,Aphaenogaster,picea,aphpic,29
2010,7/23/2010,Ridge,4,Logged,,pitfall,14,Camponotus,pennsylvanicus,campen,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,14,Myrmica,AF-scu,myrscu,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,15,Aphaenogaster,picea,aphpic,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,15,Camponotus,novaeboracensis,camnov,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,16,Aphaenogaster,picea,aphpic,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,16,Camponotus,pennsylvanicus,campen,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,17,Aphaenogaster,fulva,aphful,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,17,Aphaenogaster,picea,aphpic,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,18,Aphaenogaster,picea,aphpic,5
2010,7/23/2010,Ridge,4,Logged,,pitfall,19,Aphaenogaster,picea,aphpic,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,2,Camponotus,pennsylvanicus,campen,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,21,Aphaenogaster,picea,aphpic,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,21,Camponotus,pennsylvanicus,campen,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,22,Camponotus,pennsylvanicus,campen,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,23,Aphaenogaster,fulva,aphful,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,23,Aphaenogaster,picea,aphpic,2
2010,7/23/2010,Ridge,4,Logged,,pitfall,23,Camponotus,novaeboracensis,camnov,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,23,Camponotus,pennsylvanicus,campen,3
2010,7/23/2010,Ridge,4,Logged,,pitfall,24,Aphaenogaster,picea,aphpic,5
2010,7/23/2010,Ridge,4,Logged,,pitfall,24,Formica,dolosa,fordol,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,25,Aphaenogaster,picea,aphpic,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,25,Camponotus,novaeboracensis,camnov,1
2010,7/23/2010,Ridge,4,Logged,,pitfall,25,Camponotus,pennsylvanicus,campen,2
