"","year","date","block","plot","treatment","moose.cage","trap.type","trap.num","genus","species","code","abundance"
"720",2007,"2007-07-23","Valley",3,"HemlockControl",NA,"hand",NA,"Camponotus","pennsylvanicus","campen",NA
"721",2007,"2007-07-23","Valley",8,"HardwoodControl",NA,"hand",NA,"Aphaenogaster","fulva","aphful",NA
"722",2007,"2007-07-23","Valley",8,"HardwoodControl",NA,"hand",NA,"Aphaenogaster","picea","aphpic",NA
"723",2007,"2007-07-23","Valley",8,"HardwoodControl",NA,"hand",NA,"Formica","subsericea","forsub3",NA
"724",2007,"2007-07-23","Valley",8,"HardwoodControl",NA,"litter",NA,"Aphaenogaster","picea","aphpic",NA
"725",2007,"2007-07-23","Valley",8,"HardwoodControl",NA,"litter",NA,"Lasius","americanus","lasame",NA
"726",2007,"2007-07-25","Valley",1,"Girdled",NA,"bait",NA,"Aphaenogaster","picea","aphpic",NA
"727",2007,"2007-07-25","Valley",1,"Girdled",NA,"bait",NA,"Camponotus","pennsylvanicus","campen",NA
"728",2007,"2007-07-25","Valley",1,"Girdled",NA,"pitfall",NA,"Aphaenogaster","picea","aphpic",NA
"729",2007,"2007-07-25","Valley",1,"Girdled",NA,"pitfall",NA,"Lasius","americanus","lasame",NA
"730",2007,"2007-07-25","Valley",1,"Girdled",NA,"pitfall",NA,"Stenamma","diecki","stedie",NA
"731",2007,"2007-07-25","Valley",2,"Logged",NA,"bait",NA,"Aphaenogaster","picea","aphpic",NA
"732",2007,"2007-07-25","Valley",2,"Logged",NA,"bait",NA,"Camponotus","novaeboracensis","camnov",NA
"733",2007,"2007-07-25","Valley",2,"Logged",NA,"pitfall",NA,"Aphaenogaster","picea","aphpic",NA
"734",2007,"2007-07-25","Valley",2,"Logged",NA,"pitfall",NA,"Camponotus","nearcticus","camnea",NA
"735",2007,"2007-07-25","Valley",2,"Logged",NA,"pitfall",NA,"Camponotus","novaeboracensis","camnov",NA
"736",2007,"2007-07-25","Valley",2,"Logged",NA,"pitfall",NA,"Camponotus","pennsylvanicus","campen",NA
"737",2007,"2007-07-25","Valley",2,"Logged",NA,"pitfall",NA,"Lasius","americanus","lasame",NA
"738",2007,"2007-07-25","Valley",3,"HemlockControl",NA,"bait",NA,"Aphaenogaster","picea","aphpic",NA
"739",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"bait",NA,"Aphaenogaster","picea","aphpic",NA
"740",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"bait",NA,"Camponotus","pennsylvanicus","campen",NA
"741",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"bait",NA,"Formica","subsericea","forsub3",NA
"742",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Aphaenogaster","fulva","aphful",NA
"743",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Aphaenogaster","picea","aphpic",NA
"744",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Camponotus","novaeboracensis","camnov",NA
"745",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Camponotus","pennsylvanicus","campen",NA
"746",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Formica","subsericea","forsub3",NA
"747",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Lasius","americanus","lasame",NA
"748",2007,"2007-07-25","Valley",8,"HardwoodControl",NA,"pitfall",NA,"Myrmica","punctiventris","myrpun",NA
"749",2008,"2008-07-11","Ridge",4,"Logged",NA,"bait",NA,"Aphaenogaster","picea","aphpic",29
"750",2008,"2008-07-11","Ridge",4,"Logged",NA,"bait",NA,"Camponotus","pennsylvanicus","campen",3
"751",2008,"2008-07-11","Ridge",4,"Logged",NA,"hand",NA,"Aphaenogaster","picea","aphpic",5
"752",2008,"2008-07-11","Ridge",4,"Logged",NA,"hand",NA,"Camponotus","novaeboracensis","camnov",5
"753",2008,"2008-07-11","Ridge",4,"Logged",NA,"hand",NA,"Camponotus","pennsylvanicus","campen",1
"754",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","1","Aphaenogaster","picea","aphpic",2
"755",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","1","Camponotus","pennsylvanicus","campen",1
"756",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","15","Aphaenogaster","picea","aphpic",1
"757",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","17","Aphaenogaster","picea","aphpic",1
"758",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","25","Aphaenogaster","picea","aphpic",1
"759",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","25","Camponotus","novaeboracensis","camnov",1
"760",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","3","Aphaenogaster","picea","aphpic",1
"761",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","4","Aphaenogaster","picea","aphpic",1
"762",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","7","Aphaenogaster","picea","aphpic",1
"763",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","7","Camponotus","pennsylvanicus","campen",1
"764",2008,"2008-07-11","Ridge",4,"Logged",NA,"pitfall","9","Camponotus","pennsylvanicus","campen",1
"765",2008,"2008-07-11","Ridge",5,"Girdled",NA,"bait",NA,"Aphaenogaster","picea","aphpic",46
"766",2008,"2008-07-11","Ridge",5,"Girdled",NA,"bait",NA,"Camponotus","pennsylvanicus","campen",5
"767",2008,"2008-07-11","Ridge",5,"Girdled",NA,"litter","3","Aphaenogaster","picea","aphpic",1
"768",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","12","Aphaenogaster","picea","aphpic",2
"769",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","15","Camponotus","pennsylvanicus","campen",1
"770",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","16","Aphaenogaster","fulva","aphful",1
"771",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","18","Aphaenogaster","fulva","aphful",1
"772",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","18","Camponotus","pennsylvanicus","campen",1
"773",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","2","Aphaenogaster","picea","aphpic",1
"774",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","20","Camponotus","pennsylvanicus","campen",1
"775",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","21","Aphaenogaster","fulva","aphful",2
"776",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","21","Aphaenogaster","picea","aphpic",2
"777",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","21","Camponotus","pennsylvanicus","campen",2
"778",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","22","Camponotus","pennsylvanicus","campen",1
"779",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","23","Aphaenogaster","picea","aphpic",1
"780",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","23","Camponotus","pennsylvanicus","campen",1
"781",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","24","Camponotus","pennsylvanicus","campen",4
"782",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","25","Aphaenogaster","picea","aphpic",1
"783",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","25","Camponotus","pennsylvanicus","campen",2
"784",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","3","Aphaenogaster","picea","aphpic",3
"785",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","4","Camponotus","pennsylvanicus","campen",1
"786",2008,"2008-07-11","Ridge",5,"Girdled",NA,"pitfall","8","Temnothorax","longispinosus","temlon",1
"787",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"bait",NA,"Aphaenogaster","fulva","aphful",75
"788",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"bait",NA,"Aphaenogaster","picea","aphpic",75
"789",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"hand",NA,"Aphaenogaster","picea","aphpic",12
"790",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"hand",NA,"Camponotus","pennsylvanicus","campen",1
"791",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"litter","2","Aphaenogaster","fulva","aphful",2
"792",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"litter","2","Aphaenogaster","picea","aphpic",2
"793",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","11","Aphaenogaster","picea","aphpic",2
"794",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","13","Aphaenogaster","picea","aphpic",1
"795",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","14","Aphaenogaster","picea","aphpic",1
"796",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","16","Aphaenogaster","picea","aphpic",1
"797",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","17","Aphaenogaster","picea","aphpic",1
"798",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","18","Aphaenogaster","picea","aphpic",3
"799",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","19","Aphaenogaster","picea","aphpic",1
"800",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","2","Aphaenogaster","fulva","aphful",4
"801",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","2","Aphaenogaster","picea","aphpic",4
"802",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","21","Aphaenogaster","picea","aphpic",1
"803",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","25","Aphaenogaster","picea","aphpic",1
"804",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","3","Aphaenogaster","fulva","aphful",2
"805",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","4","Aphaenogaster","picea","aphpic",5
"806",2008,"2008-07-11","Ridge",6,"HemlockControl",NA,"pitfall","7","Aphaenogaster","picea","aphpic",1
"807",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"bait",NA,"Aphaenogaster","fulva","aphful",18
"808",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"bait",NA,"Aphaenogaster","picea","aphpic",16
"809",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"bait",NA,"Camponotus","pennsylvanicus","campen",2
"810",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"bait",NA,"Myrmica","punctiventris","myrpun",2
"811",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"bait",NA,"Temnothorax","longispinosus","temlon",1
"812",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"hand",NA,"Aphaenogaster","picea","aphpic",1
"813",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"hand",NA,"Camponotus","pennsylvanicus","campen",1
"814",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"hand",NA,"Formica","neogagates","forneo1",2
"815",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"hand",NA,"Formica","subsericea","forsub3",1
"816",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"litter","2","Aphaenogaster","fulva","aphful",1
"817",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"litter","3","Aphaenogaster","picea","aphpic",1
"818",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"litter","3","Stenamma","impar","steimp",1
"819",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","10","Aphaenogaster","picea","aphpic",1
"820",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","10","Camponotus","pennsylvanicus","campen",1
"821",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","11","Myrmica","punctiventris","myrpun",1
"822",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","12","Lasius","umbratus","lasumb",1
"823",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","13","Camponotus","pennsylvanicus","campen",1
"824",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","15","Aphaenogaster","picea","aphpic",1
"825",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","15","Camponotus","pennsylvanicus","campen",1
"826",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","15","Lasius","umbratus","lasumb",1
"827",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","17","Aphaenogaster","picea","aphpic",1
"828",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","2","Aphaenogaster","picea","aphpic",3
"829",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","2","Camponotus","pennsylvanicus","campen",1
"830",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","20","Camponotus","pennsylvanicus","campen",1
"831",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","20","Myrmica","punctiventris","myrpun",1
"832",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","21","Lasius","umbratus","lasumb",1
"833",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","23","Aphaenogaster","picea","aphpic",4
"834",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","25","Aphaenogaster","fulva","aphful",4
"835",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","25","Aphaenogaster","picea","aphpic",4
"836",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","25","Camponotus","pennsylvanicus","campen",2
"837",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","3","Aphaenogaster","picea","aphpic",2
"838",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","3","Camponotus","pennsylvanicus","campen",3
"839",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","3","Lasius","umbratus","lasumb",3
"840",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","6","Aphaenogaster","picea","aphpic",1
"841",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","6","Myrmica","punctiventris","myrpun",1
"842",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","7","Aphaenogaster","picea","aphpic",4
"843",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","7","Lasius","umbratus","lasumb",1
"844",2008,"2008-07-11","Ridge",7,"HardwoodControl",NA,"pitfall","9","Aphaenogaster","fulva","aphful",1
"845",2008,"2008-07-11","Valley",1,"Girdled",NA,"bait",NA,"Aphaenogaster","picea","aphpic",15
"846",2008,"2008-07-11","Valley",1,"Girdled",NA,"hand",NA,"Aphaenogaster","picea","aphpic",6
"847",2008,"2008-07-11","Valley",1,"Girdled",NA,"hand",NA,"Myrmica","punctiventris","myrpun",1
"848",2008,"2008-07-11","Valley",1,"Girdled",NA,"litter","2","Aphaenogaster","picea","aphpic",1
"849",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","10","Aphaenogaster","picea","aphpic",1
"850",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","11","Aphaenogaster","picea","aphpic",1
"851",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","18","Aphaenogaster","picea","aphpic",1
"852",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","19","Camponotus","pennsylvanicus","campen",1
"853",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","2","Aphaenogaster","picea","aphpic",1
"854",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","2","Camponotus","pennsylvanicus","campen",1
"855",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","21","Camponotus","pennsylvanicus","campen",1
"856",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","22","Stenamma","brevicorne","stebre",1
"857",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","23","Aphaenogaster","picea","aphpic",2
"858",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","6","Aphaenogaster","picea","aphpic",1
"859",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","7","Aphaenogaster","picea","aphpic",3
"860",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","7","Camponotus","pennsylvanicus","campen",3
"861",2008,"2008-07-11","Valley",1,"Girdled",NA,"pitfall","9","Aphaenogaster","picea","aphpic",1
"862",2008,"2008-07-11","Valley",2,"Logged",NA,"hand",NA,"Aphaenogaster","picea","aphpic",6
"863",2008,"2008-07-11","Valley",2,"Logged",NA,"hand",NA,"Camponotus","novaeboracensis","camnov",6
"864",2008,"2008-07-11","Valley",2,"Logged",NA,"hand",NA,"Camponotus","pennsylvanicus","campen",7
"865",2008,"2008-07-11","Valley",2,"Logged",NA,"litter","2","Camponotus","novaeboracensis","camnov",1
"866",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","10","Lasius","americanus","lasame",1
"867",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","2","Formica","subsericea","forsub3",1
"868",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","20","Camponotus","novaeboracensis","camnov",1
"869",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","22","Camponotus","pennsylvanicus","campen",1
"870",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","22","Formica","subsericea","forsub3",7
"871",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","25","Aphaenogaster","picea","aphpic",1
"872",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","25","Camponotus","pennsylvanicus","campen",2
"873",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","3","Aphaenogaster","fulva","aphful",2
"874",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","3","Aphaenogaster","picea","aphpic",2
"875",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","4","Aphaenogaster","picea","aphpic",1
"876",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","5","Camponotus","pennsylvanicus","campen",2
"877",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","8","Lasius","americanus","lasame",1
"878",2008,"2008-07-11","Valley",2,"Logged",NA,"pitfall","9","Formica","subsericea","forsub3",1
"879",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"bait",NA,"Aphaenogaster","picea","aphpic",20
"880",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"hand",NA,"Aphaenogaster","picea","aphpic",1
"881",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"litter","1","Aphaenogaster","picea","aphpic",1
"882",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"pitfall","12","Aphaenogaster","picea","aphpic",1
"883",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"pitfall","20","Camponotus","pennsylvanicus","campen",1
"884",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"pitfall","7","Aphaenogaster","picea","aphpic",2
"885",2008,"2008-07-11","Valley",3,"HemlockControl",NA,"pitfall","7","Lasius","americanus","lasame",1
"886",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"hand",NA,"Aphaenogaster","picea","aphpic",11
"887",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"hand",NA,"Formica","aserva","forase",3
"888",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"hand",NA,"Formica","neogagates","forneo1",1
"889",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"hand",NA,"Formica","subaenescens","forsub1",2
"890",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"hand",NA,"Myrmica","punctiventris","myrpun",3
"891",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"litter","1","Myrmica","punctiventris","myrpun",1
"892",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"litter","1","Stenamma","impar","steimp",1
"893",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"litter","2","Aphaenogaster","picea","aphpic",1
"894",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","1","Aphaenogaster","picea","aphpic",1
"895",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","11","Formica","subsericea","forsub3",1
"896",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","13","Aphaenogaster","picea","aphpic",2
"897",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","13","Camponotus","pennsylvanicus","campen",1
"898",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","14","Aphaenogaster","picea","aphpic",1
"899",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","16","Aphaenogaster","picea","aphpic",1
"900",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","16","Camponotus","pennsylvanicus","campen",1
"901",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","17","Aphaenogaster","picea","aphpic",3
"902",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","17","Formica","subsericea","forsub3",1
"903",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","17","Myrmica","punctiventris","myrpun",1
"904",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","19","Aphaenogaster","picea","aphpic",1
"905",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","2","Myrmica","punctiventris","myrpun",1
"906",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","20","Myrmica","punctiventris","myrpun",1
"907",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","22","Aphaenogaster","picea","aphpic",2
"908",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","22","Formica","subsericea","forsub3",3
"909",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","22","Myrmica","punctiventris","myrpun",1
"910",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","24","Aphaenogaster","picea","aphpic",1
"911",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","3","Formica","aserva","forase",1
"912",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","6","Aphaenogaster","picea","aphpic",2
"913",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","6","Camponotus","pennsylvanicus","campen",1
"914",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","6","Formica","subsericea","forsub3",1
"915",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","6","Myrmica","punctiventris","myrpun",2
"916",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","7","Aphaenogaster","fulva","aphful",2
"917",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","7","Aphaenogaster","picea","aphpic",2
"918",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","7","Myrmica","punctiventris","myrpun",1
"919",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","8","Aphaenogaster","picea","aphpic",1
"920",2008,"2008-07-11","Valley",8,"HardwoodControl",NA,"pitfall","8","Camponotus","pennsylvanicus","campen",1
"921",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","10","Aphaenogaster","picea","aphpic",1
"922",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","10","Lasius","umbratus","lasumb",1
"923",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","12","Camponotus","pennsylvanicus","campen",1
"924",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","13","Aphaenogaster","picea","aphpic",1
"925",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","14","Camponotus","pennsylvanicus","campen",1
"926",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","15","Camponotus","pennsylvanicus","campen",1
"927",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","18","Camponotus","pennsylvanicus","campen",1
"928",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","2","Temnothorax","longispinosus","temlon",1
"929",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","20","Aphaenogaster","picea","aphpic",1
"930",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","20","Camponotus","pennsylvanicus","campen",1
"931",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","3","Aphaenogaster","picea","aphpic",3
"932",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","3","Camponotus","pennsylvanicus","campen",1
"933",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","3","Lasius","umbratus","lasumb",1
"934",2009,"2009-07-17","Ridge",4,"Logged",NA,"pitfall","3","Myrmica","punctiventris","myrpun",1
"935",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","12","Aphaenogaster","picea","aphpic",4
"936",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","12","Camponotus","pennsylvanicus","campen",1
"937",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","13","Aphaenogaster","picea","aphpic",1
"938",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","13","Camponotus","pennsylvanicus","campen",2
"939",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","16","Aphaenogaster","picea","aphpic",1
"940",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","17","Aphaenogaster","picea","aphpic",2
"941",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","19","Aphaenogaster","picea","aphpic",1
"942",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","20","Aphaenogaster","picea","aphpic",1
"943",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","24","Aphaenogaster","picea","aphpic",2
"944",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","3","Camponotus","pennsylvanicus","campen",2
"945",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","4","Aphaenogaster","picea","aphpic",1
"946",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","6","Aphaenogaster","picea","aphpic",2
"947",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","8","Aphaenogaster","fulva","aphful",1
"948",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","8","Camponotus","pennsylvanicus","campen",2
"949",2009,"2009-07-17","Ridge",5,"Girdled",NA,"pitfall","9","Camponotus","pennsylvanicus","campen",1
"950",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","16","Aphaenogaster","picea","aphpic",1
"951",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","19","Aphaenogaster","picea","aphpic",1
"952",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","21","Aphaenogaster","picea","aphpic",1
"953",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","22","Aphaenogaster","picea","aphpic",2
"954",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","4","Aphaenogaster","picea","aphpic",1
"955",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","5","Aphaenogaster","picea","aphpic",1
"956",2009,"2009-07-17","Ridge",6,"HemlockControl",NA,"pitfall","7","Aphaenogaster","picea","aphpic",1
"957",2009,"2009-07-17","Ridge",7,"HardwoodControl",NA,"pitfall","1","Aphaenogaster","picea","aphpic",1
"958",2009,"2009-07-17","Ridge",7,"HardwoodControl",NA,"pitfall","1","Camponotus","pennsylvanicus","campen",1
"959",2009,"2009-07-17","Ridge",7,"HardwoodControl",NA,"pitfall","12","Aphaenogaster","picea","aphpic",1
"960",2009,"2009-07-17","Ridge",7,"HardwoodControl",NA,"pitfall","14","Aphaenogaster","picea","aphpic",1
