"","plot","subplot","trt","block","year","species","cover"
"1305",8,10,"hardwood","valley",2008,"mitrep",8
"1306",8,10,"hardwood","valley",2008,"vibnud",10
"1307",8,10,"hardwood","valley",2008,"ztot.cover",26
"1308",1,1,"girdled","valley",2009,"epirep",2
"1309",1,1,"girdled","valley",2009,"vaccor",4
"1310",1,1,"girdled","valley",2009,"ztot.cover",6
"1311",1,2,"girdled","valley",2009,"vaccor",1
"1312",1,2,"girdled","valley",2009,"ztot.cover",1
"1313",1,3,"girdled","valley",2009,"ilever",1
"1314",1,3,"girdled","valley",2009,"ruball",3
"1315",1,3,"girdled","valley",2009,"ztot.cover",4
"1316",1,4,"girdled","valley",2009,"mitrep",0.5
"1317",1,4,"girdled","valley",2009,"ztot.cover",0.5
"1318",1,5,"girdled","valley",2009,"ztot.cover",0
"1319",1,6,"girdled","valley",2009,"berthu",0.5
"1320",1,6,"girdled","valley",2009,"ilever",1
"1321",1,6,"girdled","valley",2009,"mitrep",0.5
"1322",1,6,"girdled","valley",2009,"osmcin",10
"1323",1,6,"girdled","valley",2009,"ztot.cover",12
"1324",1,7,"girdled","valley",2009,"epirep",0.5
"1325",1,7,"girdled","valley",2009,"mitrep",15
"1326",1,7,"girdled","valley",2009,"osmcin",25
"1327",1,7,"girdled","valley",2009,"ztot.cover",40.5
"1328",1,8,"girdled","valley",2009,"ztot.cover",0
"1329",1,9,"girdled","valley",2009,"ztot.cover",0
"1330",1,10,"girdled","valley",2009,"pyrmin",0.5
"1331",1,10,"girdled","valley",2009,"ztot.cover",0.5
"1332",2,1,"logged","valley",2009,"carsp",5
"1333",2,1,"logged","valley",2009,"ztot.cover",5
"1334",2,2,"logged","valley",2009,"arahis",10
"1335",2,2,"logged","valley",2009,"carsp",25
"1336",2,2,"logged","valley",2009,"vacang",8
"1337",2,2,"logged","valley",2009,"ztot.cover",43
"1338",2,3,"logged","valley",2009,"arahis",5
"1339",2,3,"logged","valley",2009,"carsp",65
"1340",2,3,"logged","valley",2009,"lysqua",7
"1341",2,3,"logged","valley",2009,"ruball",2
"1342",2,3,"logged","valley",2009,"ztot.cover",79
"1343",2,4,"logged","valley",2009,"arahis",40
"1344",2,4,"logged","valley",2009,"ruball",2
"1345",2,4,"logged","valley",2009,"ztot.cover",42
"1346",2,5,"logged","valley",2009,"arahis",20
"1347",2,5,"logged","valley",2009,"carsp",4
"1348",2,5,"logged","valley",2009,"denpun",5
"1349",2,5,"logged","valley",2009,"ruball",4
"1350",2,5,"logged","valley",2009,"ztot.cover",33
"1351",2,6,"logged","valley",2009,"denpun",0.5
"1352",2,6,"logged","valley",2009,"rubida",15
"1353",2,6,"logged","valley",2009,"ztot.cover",15.5
"1354",2,7,"logged","valley",2009,"denpun",4
"1355",2,7,"logged","valley",2009,"rubida",6
"1356",2,7,"logged","valley",2009,"ztot.cover",10
"1357",2,8,"logged","valley",2009,"arahis",3
"1358",2,8,"logged","valley",2009,"ruball",4
"1359",2,8,"logged","valley",2009,"rubhis",1
"1360",2,8,"logged","valley",2009,"ztot.cover",8
"1361",2,9,"logged","valley",2009,"arahis",5
"1362",2,9,"logged","valley",2009,"carsp",90
"1363",2,9,"logged","valley",2009,"ruball",0.5
"1364",2,9,"logged","valley",2009,"ztot.cover",95.5
"1365",2,10,"logged","valley",2009,"ztot.cover",0
"1366",3,1,"hemlock","valley",2009,"ztot.cover",0
"1367",3,2,"hemlock","valley",2009,"ztot.cover",0
"1368",3,3,"hemlock","valley",2009,"ztot.cover",0
"1369",3,4,"hemlock","valley",2009,"ztot.cover",0
"1370",3,5,"hemlock","valley",2009,"ztot.cover",0
"1371",3,6,"hemlock","valley",2009,"mitrep",1
"1372",3,6,"hemlock","valley",2009,"ztot.cover",1
"1373",3,7,"hemlock","valley",2009,"ztot.cover",0
"1374",3,8,"hemlock","valley",2009,"ztot.cover",0
"1375",3,9,"hemlock","valley",2009,"ztot.cover",0
"1376",3,10,"hemlock","valley",2009,"ztot.cover",0
"1377",4,1,"logged","ridge",2009,"ztot.cover",0
"1378",4,2,"logged","ridge",2009,"carsp",0.5
"1379",4,2,"logged","ridge",2009,"ztot.cover",0.5
"1380",4,3,"logged","ridge",2009,"denpun",1
"1381",4,3,"logged","ridge",2009,"ruball",10
"1382",4,3,"logged","ridge",2009,"rubhis",2
"1383",4,3,"logged","ridge",2009,"ztot.cover",13
"1384",4,4,"logged","ridge",2009,"arahis",55
"1385",4,4,"logged","ridge",2009,"lysqua",2
"1386",4,4,"logged","ridge",2009,"ruball",15
"1387",4,4,"logged","ridge",2009,"ztot.cover",72
"1388",4,5,"logged","ridge",2009,"arahis",5
"1389",4,5,"logged","ridge",2009,"denpun",2
"1390",4,5,"logged","ridge",2009,"ruball",10
"1391",4,5,"logged","ridge",2009,"rubhis",5
"1392",4,5,"logged","ridge",2009,"rubida",25
"1393",4,5,"logged","ridge",2009,"ztot.cover",47
"1394",4,6,"logged","ridge",2009,"arahis",10
"1395",4,6,"logged","ridge",2009,"denpun",15
"1396",4,6,"logged","ridge",2009,"drysp",5
"1397",4,6,"logged","ridge",2009,"ruball",15
"1398",4,6,"logged","ridge",2009,"rubhis",10
"1399",4,6,"logged","ridge",2009,"rubida",3
"1400",4,6,"logged","ridge",2009,"ztot.cover",58
"1401",4,7,"logged","ridge",2009,"carsp",0.5
"1402",4,7,"logged","ridge",2009,"ztot.cover",0.5
"1403",4,8,"logged","ridge",2009,"carsp",0.5
"1404",4,8,"logged","ridge",2009,"ztot.cover",0.5
"1405",4,9,"logged","ridge",2009,"carsp",8
"1406",4,9,"logged","ridge",2009,"ztot.cover",8
"1407",4,10,"logged","ridge",2009,"ruball",15
"1408",4,10,"logged","ridge",2009,"ztot.cover",15
"1409",5,1,"girdled","ridge",2009,"ztot.cover",0
"1410",5,2,"girdled","ridge",2009,"ztot.cover",0
"1411",5,3,"girdled","ridge",2009,"ztot.cover",0
"1412",5,4,"girdled","ridge",2009,"ztot.cover",0
"1413",5,5,"girdled","ridge",2009,"erehie",0.5
"1414",5,5,"girdled","ridge",2009,"rubhis",8
"1415",5,5,"girdled","ridge",2009,"ztot.cover",8.5
"1416",5,6,"girdled","ridge",2009,"denpun",10
"1417",5,6,"girdled","ridge",2009,"gootes",0.5
"1418",5,6,"girdled","ridge",2009,"mitrep",0.5
"1419",5,6,"girdled","ridge",2009,"ztot.cover",11
"1420",5,7,"girdled","ridge",2009,"denpun",5
"1421",5,7,"girdled","ridge",2009,"mitrep",1
"1422",5,7,"girdled","ridge",2009,"ztot.cover",6
"1423",5,8,"girdled","ridge",2009,"rubida",5
"1424",5,8,"girdled","ridge",2009,"ztot.cover",5
"1425",5,9,"girdled","ridge",2009,"ztot.cover",0
"1426",5,10,"girdled","ridge",2009,"ztot.cover",0
"1427",6,1,"hemlock","ridge",2009,"ztot.cover",0
"1428",6,2,"hemlock","ridge",2009,"lysbor",2
"1429",6,2,"hemlock","ridge",2009,"mitrep",0.5
"1430",6,2,"hemlock","ridge",2009,"ztot.cover",2.5
"1431",6,3,"hemlock","ridge",2009,"ztot.cover",0
"1432",6,4,"hemlock","ridge",2009,"ztot.cover",0
"1433",6,5,"hemlock","ridge",2009,"ztot.cover",0
"1434",6,6,"hemlock","ridge",2009,"ztot.cover",0
"1435",6,7,"hemlock","ridge",2009,"drysp",1
"1436",6,7,"hemlock","ridge",2009,"hupluc",0.5
"1437",6,7,"hemlock","ridge",2009,"ztot.cover",1.5
"1438",6,8,"hemlock","ridge",2009,"lysbor",0.5
"1439",6,8,"hemlock","ridge",2009,"ztot.cover",0.5
"1440",6,9,"hemlock","ridge",2009,"mitrep",15
"1441",6,9,"hemlock","ridge",2009,"parnov",3
"1442",6,9,"hemlock","ridge",2009,"ztot.cover",18
"1443",6,10,"hemlock","ridge",2009,"mitrep",0.5
"1444",6,10,"hemlock","ridge",2009,"ztot.cover",0.5
"1445",7,1,"hardwood","ridge",2009,"aranud",8
"1446",7,1,"hardwood","ridge",2009,"denobs",2
"1447",7,1,"hardwood","ridge",2009,"denpun",5
"1448",7,1,"hardwood","ridge",2009,"lysbor",1
"1449",7,1,"hardwood","ridge",2009,"maican",6
"1450",7,1,"hardwood","ridge",2009,"mitrep",2
"1451",7,1,"hardwood","ridge",2009,"monuni",0.5
"1452",7,1,"hardwood","ridge",2009,"uvuses",1
"1453",7,1,"hardwood","ridge",2009,"ztot.cover",25.5
"1454",7,2,"hardwood","ridge",2009,"aranud",0.5
"1455",7,2,"hardwood","ridge",2009,"denobs",2
"1456",7,2,"hardwood","ridge",2009,"denpun",0.5
"1457",7,2,"hardwood","ridge",2009,"lysbor",2
"1458",7,2,"hardwood","ridge",2009,"maican",5
"1459",7,2,"hardwood","ridge",2009,"mitrep",10
"1460",7,2,"hardwood","ridge",2009,"monuni",0.5
"1461",7,2,"hardwood","ridge",2009,"ztot.cover",20.5
"1462",7,3,"hardwood","ridge",2009,"aranud",2
"1463",7,3,"hardwood","ridge",2009,"carpen",0.5
"1464",7,3,"hardwood","ridge",2009,"denpun",25
"1465",7,3,"hardwood","ridge",2009,"lysbor",1
"1466",7,3,"hardwood","ridge",2009,"maican",8
"1467",7,3,"hardwood","ridge",2009,"mitrep",10
"1468",7,3,"hardwood","ridge",2009,"ztot.cover",46.5
"1469",7,4,"hardwood","ridge",2009,"aranud",12
"1470",7,4,"hardwood","ridge",2009,"carpen",0.5
"1471",7,4,"hardwood","ridge",2009,"denpun",10
"1472",7,4,"hardwood","ridge",2009,"lysbor",0.5
"1473",7,4,"hardwood","ridge",2009,"maican",6
"1474",7,4,"hardwood","ridge",2009,"mitrep",30
"1475",7,4,"hardwood","ridge",2009,"ztot.cover",59
"1476",7,5,"hardwood","ridge",2009,"aranud",3
"1477",7,5,"hardwood","ridge",2009,"denobs",0.5
"1478",7,5,"hardwood","ridge",2009,"lysbor",2
"1479",7,5,"hardwood","ridge",2009,"maican",5
"1480",7,5,"hardwood","ridge",2009,"ztot.cover",10.5
"1481",7,6,"hardwood","ridge",2009,"denobs",0.5
"1482",7,6,"hardwood","ridge",2009,"denpun",1
"1483",7,6,"hardwood","ridge",2009,"hupluc",1
"1484",7,6,"hardwood","ridge",2009,"lysbor",0.5
"1485",7,6,"hardwood","ridge",2009,"maican",10
"1486",7,6,"hardwood","ridge",2009,"mitrep",2
"1487",7,6,"hardwood","ridge",2009,"ztot.cover",15
"1488",7,7,"hardwood","ridge",2009,"aranud",4
"1489",7,7,"hardwood","ridge",2009,"carpen",0.5
"1490",7,7,"hardwood","ridge",2009,"lysbor",1
"1491",7,7,"hardwood","ridge",2009,"maican",6
"1492",7,7,"hardwood","ridge",2009,"mitrep",4
"1493",7,7,"hardwood","ridge",2009,"ztot.cover",15.5
"1494",7,8,"hardwood","ridge",2009,"aranud",15
"1495",7,8,"hardwood","ridge",2009,"denobs",0.5
"1496",7,8,"hardwood","ridge",2009,"denpun",40
"1497",7,8,"hardwood","ridge",2009,"lysbor",1
"1498",7,8,"hardwood","ridge",2009,"maican",4
"1499",7,8,"hardwood","ridge",2009,"medvir",2
"1500",7,8,"hardwood","ridge",2009,"mitrep",10
"1501",7,8,"hardwood","ridge",2009,"ztot.cover",72.5
"1502",7,9,"hardwood","ridge",2009,"aranud",15
"1503",7,9,"hardwood","ridge",2009,"carpen",0.5
"1504",7,9,"hardwood","ridge",2009,"lysbor",2
"1505",7,9,"hardwood","ridge",2009,"maican",3
"1506",7,9,"hardwood","ridge",2009,"mitrep",3
"1507",7,9,"hardwood","ridge",2009,"uvuses",5
"1508",7,9,"hardwood","ridge",2009,"vaccor",15
"1509",7,9,"hardwood","ridge",2009,"ztot.cover",43.5
"1510",7,10,"hardwood","ridge",2009,"drysp",3
"1511",7,10,"hardwood","ridge",2009,"lysbor",2
"1512",7,10,"hardwood","ridge",2009,"maican",2
"1513",7,10,"hardwood","ridge",2009,"mitrep",5
"1514",7,10,"hardwood","ridge",2009,"uvuses",1
"1515",7,10,"hardwood","ridge",2009,"ztot.cover",13
"1516",8,1,"hardwood","valley",2009,"lysbor",3
"1517",8,1,"hardwood","valley",2009,"maican",3
"1518",8,1,"hardwood","valley",2009,"mitrep",2
"1519",8,1,"hardwood","valley",2009,"monuni",1
"1520",8,1,"hardwood","valley",2009,"oclacu",1
"1521",8,1,"hardwood","valley",2009,"ztot.cover",10
"1522",8,2,"hardwood","valley",2009,"lysbor",1
"1523",8,2,"hardwood","valley",2009,"maican",3
"1524",8,2,"hardwood","valley",2009,"mitrep",1
"1525",8,2,"hardwood","valley",2009,"ztot.cover",5
"1526",8,3,"hardwood","valley",2009,"denpun",25
"1527",8,3,"hardwood","valley",2009,"eurdiv",2
"1528",8,3,"hardwood","valley",2009,"lysbor",0.5
"1529",8,3,"hardwood","valley",2009,"maican",0.5
"1530",8,3,"hardwood","valley",2009,"mitrep",1
"1531",8,3,"hardwood","valley",2009,"parqui",0.5
"1532",8,3,"hardwood","valley",2009,"vacang",0.5
"1533",8,3,"hardwood","valley",2009,"vaccor",0.5
"1534",8,3,"hardwood","valley",2009,"ztot.cover",30.5
"1535",8,4,"hardwood","valley",2009,"denobs",0.5
"1536",8,4,"hardwood","valley",2009,"hamvir",5
"1537",8,4,"hardwood","valley",2009,"lysbor",1
"1538",8,4,"hardwood","valley",2009,"maican",4
"1539",8,4,"hardwood","valley",2009,"mitrep",0.5
"1540",8,4,"hardwood","valley",2009,"ztot.cover",11
"1541",8,5,"hardwood","valley",2009,"carpen",0.5
"1542",8,5,"hardwood","valley",2009,"denobs",0.5
"1543",8,5,"hardwood","valley",2009,"denpun",10
"1544",8,5,"hardwood","valley",2009,"hupluc",5
"1545",8,5,"hardwood","valley",2009,"lysbor",1
"1546",8,5,"hardwood","valley",2009,"maican",2
"1547",8,5,"hardwood","valley",2009,"mitrep",3
"1548",8,5,"hardwood","valley",2009,"ztot.cover",22
"1549",8,6,"hardwood","valley",2009,"aranud",4
"1550",8,6,"hardwood","valley",2009,"carpen",0.5
"1551",8,6,"hardwood","valley",2009,"denobs",0.5
"1552",8,6,"hardwood","valley",2009,"lysbor",0.5
"1553",8,6,"hardwood","valley",2009,"maican",5
"1554",8,6,"hardwood","valley",2009,"mitrep",10
"1555",8,6,"hardwood","valley",2009,"ztot.cover",20.5
"1556",8,7,"hardwood","valley",2009,"aranud",3
"1557",8,7,"hardwood","valley",2009,"lysbor",0.5
"1558",8,7,"hardwood","valley",2009,"maican",2
"1559",8,7,"hardwood","valley",2009,"mitrep",10
"1560",8,7,"hardwood","valley",2009,"vaccor",0.5
"1561",8,7,"hardwood","valley",2009,"ztot.cover",16
"1562",8,8,"hardwood","valley",2009,"aranud",15
"1563",8,8,"hardwood","valley",2009,"carpen",0.5
"1564",8,8,"hardwood","valley",2009,"denobs",5
"1565",8,8,"hardwood","valley",2009,"denpun",25
"1566",8,8,"hardwood","valley",2009,"lysbor",0.5
"1567",8,8,"hardwood","valley",2009,"mitrep",1
"1568",8,8,"hardwood","valley",2009,"vacang",10
"1569",8,8,"hardwood","valley",2009,"ztot.cover",57
"1570",8,9,"hardwood","valley",2009,"aranud",5
"1571",8,9,"hardwood","valley",2009,"carpen",1
"1572",8,9,"hardwood","valley",2009,"lysbor",1
"1573",8,9,"hardwood","valley",2009,"maican",3
"1574",8,9,"hardwood","valley",2009,"mitrep",2
"1575",8,9,"hardwood","valley",2009,"vacang",10
"1576",8,9,"hardwood","valley",2009,"ztot.cover",22
"1577",8,10,"hardwood","valley",2009,"denobs",2
"1578",8,10,"hardwood","valley",2009,"lysbor",3
"1579",8,10,"hardwood","valley",2009,"maican",4
"1580",8,10,"hardwood","valley",2009,"mitrep",5
"1581",8,10,"hardwood","valley",2009,"vibnud",7
"1582",8,10,"hardwood","valley",2009,"ztot.cover",21
"1583",1,1,"girdled","valley",2010,"epirep",4
"1584",1,1,"girdled","valley",2010,"rubhis",2
"1585",1,1,"girdled","valley",2010,"vaccor",5
"1586",1,1,"girdled","valley",2010,"ztot.cover",11
"1587",1,2,"girdled","valley",2010,"denpun",1
"1588",1,2,"girdled","valley",2010,"vaccor",1
"1589",1,2,"girdled","valley",2010,"ztot.cover",2
"1590",1,3,"girdled","valley",2010,"ruball",2
"1591",1,3,"girdled","valley",2010,"rubhis",3
"1592",1,3,"girdled","valley",2010,"ztot.cover",5
"1593",1,4,"girdled","valley",2010,"mitrep",0.5
"1594",1,4,"girdled","valley",2010,"ztot.cover",0.5
"1595",1,5,"girdled","valley",2010,"ztot.cover",0
"1596",1,6,"girdled","valley",2010,"berthu",1
"1597",1,6,"girdled","valley",2010,"ilever",5
"1598",1,6,"girdled","valley",2010,"mitrep",1
"1599",1,6,"girdled","valley",2010,"osmcin",20
"1600",1,6,"girdled","valley",2010,"ztot.cover",27
"1601",1,7,"girdled","valley",2010,"epirep",0.5
"1602",1,7,"girdled","valley",2010,"mitrep",15
"1603",1,7,"girdled","valley",2010,"osmcin",50
"1604",1,7,"girdled","valley",2010,"ztot.cover",65.5
"1605",1,8,"girdled","valley",2010,"ztot.cover",0
"1606",1,9,"girdled","valley",2010,"ztot.cover",0
"1607",1,10,"girdled","valley",2010,"pyrmin",0.5
"1608",1,10,"girdled","valley",2010,"ztot.cover",0.5
"1609",2,1,"logged","valley",2010,"carsp",6
"1610",2,1,"logged","valley",2010,"ruball",3
"1611",2,1,"logged","valley",2010,"ztot.cover",9
"1612",2,2,"logged","valley",2010,"aranud",10
"1613",2,2,"logged","valley",2010,"carsp",30
"1614",2,2,"logged","valley",2010,"ztot.cover",40
"1615",2,3,"logged","valley",2010,"arahis",4
"1616",2,3,"logged","valley",2010,"carsp",55
"1617",2,3,"logged","valley",2010,"lysqua",8
"1618",2,3,"logged","valley",2010,"ztot.cover",67
"1619",2,4,"logged","valley",2010,"arahis",50
"1620",2,4,"logged","valley",2010,"ruball",5
"1621",2,4,"logged","valley",2010,"ztot.cover",55
"1622",2,5,"logged","valley",2010,"arahis",15
"1623",2,5,"logged","valley",2010,"carsp",3
"1624",2,5,"logged","valley",2010,"denpun",8
"1625",2,5,"logged","valley",2010,"pansp",1
"1626",2,5,"logged","valley",2010,"ruball",4
"1627",2,5,"logged","valley",2010,"ztot.cover",31
"1628",2,6,"logged","valley",2010,"denpun",0.5
"1629",2,6,"logged","valley",2010,"rubida",18
"1630",2,6,"logged","valley",2010,"ztot.cover",18.5
"1631",2,7,"logged","valley",2010,"denpun",6
"1632",2,7,"logged","valley",2010,"rubida",2
"1633",2,7,"logged","valley",2010,"ztot.cover",8
"1634",2,8,"logged","valley",2010,"arahis",4
"1635",2,8,"logged","valley",2010,"carsp",1
"1636",2,8,"logged","valley",2010,"ruball",2
"1637",2,8,"logged","valley",2010,"rubhis",8
"1638",2,8,"logged","valley",2010,"ztot.cover",15
"1639",2,9,"logged","valley",2010,"arahis",3
"1640",2,9,"logged","valley",2010,"carsp",90
"1641",2,9,"logged","valley",2010,"ruball",15
"1642",2,9,"logged","valley",2010,"rubhis",1
"1643",2,9,"logged","valley",2010,"ztot.cover",109
"1644",2,10,"logged","valley",2010,"ztot.cover",0
"1645",3,1,"hemlock","valley",2010,"ztot.cover",0
"1646",3,2,"hemlock","valley",2010,"polacr",1
"1647",3,2,"hemlock","valley",2010,"ztot.cover",1
"1648",3,3,"hemlock","valley",2010,"ztot.cover",0
"1649",3,4,"hemlock","valley",2010,"ztot.cover",0
"1650",3,5,"hemlock","valley",2010,"ztot.cover",0
"1651",3,6,"hemlock","valley",2010,"mitrep",2
"1652",3,6,"hemlock","valley",2010,"ztot.cover",2
"1653",3,7,"hemlock","valley",2010,"ztot.cover",0
"1654",3,8,"hemlock","valley",2010,"ztot.cover",0
"1655",3,9,"hemlock","valley",2010,"ztot.cover",0
"1656",3,10,"hemlock","valley",2010,"ztot.cover",0
"1657",4,1,"logged","ridge",2010,"ztot.cover",0
"1658",4,2,"logged","ridge",2010,"carsp",0.5
"1659",4,2,"logged","ridge",2010,"ztot.cover",0.5
"1660",4,3,"logged","ridge",2010,"denpun",0.5
"1661",4,3,"logged","ridge",2010,"ruball",10
"1662",4,3,"logged","ridge",2010,"rubhis",2
"1663",4,3,"logged","ridge",2010,"ztot.cover",12.5
"1664",4,4,"logged","ridge",2010,"arahis",25
"1665",4,4,"logged","ridge",2010,"carsp",0.5
"1666",4,4,"logged","ridge",2010,"lysqua",1
"1667",4,4,"logged","ridge",2010,"ruball",20
"1668",4,4,"logged","ridge",2010,"rubhis",1
"1669",4,4,"logged","ridge",2010,"ztot.cover",47.5
"1670",4,5,"logged","ridge",2010,"arahis",2
"1671",4,5,"logged","ridge",2010,"ruball",10
"1672",4,5,"logged","ridge",2010,"rubhis",10
"1673",4,5,"logged","ridge",2010,"rubida",35
"1674",4,5,"logged","ridge",2010,"ztot.cover",57
"1675",4,6,"logged","ridge",2010,"aranud",3
"1676",4,6,"logged","ridge",2010,"denpun",12
"1677",4,6,"logged","ridge",2010,"drysp",5
"1678",4,6,"logged","ridge",2010,"ruball",20
"1679",4,6,"logged","ridge",2010,"rubhis",10
"1680",4,6,"logged","ridge",2010,"rubida",1
"1681",4,6,"logged","ridge",2010,"ztot.cover",51
"1682",4,7,"logged","ridge",2010,"ztot.cover",0
"1683",4,8,"logged","ridge",2010,"carsp",0.5
"1684",4,8,"logged","ridge",2010,"ztot.cover",0.5
"1685",4,9,"logged","ridge",2010,"carsp",10
"1686",4,9,"logged","ridge",2010,"ztot.cover",10
"1687",4,10,"logged","ridge",2010,"ruball",20
"1688",4,10,"logged","ridge",2010,"ztot.cover",20
"1689",5,1,"girdled","ridge",2010,"ztot.cover",0
"1690",5,2,"girdled","ridge",2010,"ztot.cover",0
"1691",5,3,"girdled","ridge",2010,"denpun",0.5
"1692",5,3,"girdled","ridge",2010,"ruball",7
"1693",5,3,"girdled","ridge",2010,"ztot.cover",7.5
"1694",5,4,"girdled","ridge",2010,"ruball",5
"1695",5,4,"girdled","ridge",2010,"ztot.cover",5
"1696",5,5,"girdled","ridge",2010,"ruball",0.5
"1697",5,5,"girdled","ridge",2010,"rubhis",12
"1698",5,5,"girdled","ridge",2010,"ztot.cover",12.5
"1699",5,6,"girdled","ridge",2010,"denpun",35
"1700",5,6,"girdled","ridge",2010,"drysp",4
"1701",5,6,"girdled","ridge",2010,"gootes",0.5
"1702",5,6,"girdled","ridge",2010,"mitrep",1
"1703",5,6,"girdled","ridge",2010,"ztot.cover",40.5
"1704",5,7,"girdled","ridge",2010,"drysp",8
"1705",5,7,"girdled","ridge",2010,"mitrep",1
"1706",5,7,"girdled","ridge",2010,"ruball",3
"1707",5,7,"girdled","ridge",2010,"rubida",20
"1708",5,7,"girdled","ridge",2010,"ztot.cover",32
"1709",5,8,"girdled","ridge",2010,"carsp",0.5
"1710",5,8,"girdled","ridge",2010,"ruball",2
"1711",5,8,"girdled","ridge",2010,"rubida",6
"1712",5,8,"girdled","ridge",2010,"ztot.cover",8.5
"1713",5,9,"girdled","ridge",2010,"ztot.cover",0
"1714",5,10,"girdled","ridge",2010,"ztot.cover",0
"1715",6,1,"hemlock","ridge",2010,"ztot.cover",0
"1716",6,2,"hemlock","ridge",2010,"lysbor",1
"1717",6,2,"hemlock","ridge",2010,"mitrep",0.5
"1718",6,2,"hemlock","ridge",2010,"ztot.cover",1.5
"1719",6,3,"hemlock","ridge",2010,"ztot.cover",0
"1720",6,4,"hemlock","ridge",2010,"ztot.cover",0
"1721",6,5,"hemlock","ridge",2010,"ztot.cover",0
"1722",6,6,"hemlock","ridge",2010,"ztot.cover",0
"1723",6,7,"hemlock","ridge",2010,"drysp",5
"1724",6,7,"hemlock","ridge",2010,"hupluc",1
"1725",6,7,"hemlock","ridge",2010,"ztot.cover",6
"1726",6,8,"hemlock","ridge",2010,"lysbor",0.5
"1727",6,8,"hemlock","ridge",2010,"ztot.cover",0.5
"1728",6,9,"hemlock","ridge",2010,"denobs",0.5
"1729",6,9,"hemlock","ridge",2010,"mitrep",18
"1730",6,9,"hemlock","ridge",2010,"parnov",3
"1731",6,9,"hemlock","ridge",2010,"ztot.cover",21.5
"1732",6,10,"hemlock","ridge",2010,"mitrep",0.5
"1733",6,10,"hemlock","ridge",2010,"ztot.cover",0.5
"1734",7,1,"hardwood","ridge",2010,"aranud",8
"1735",7,1,"hardwood","ridge",2010,"denobs",2
"1736",7,1,"hardwood","ridge",2010,"denpun",3
"1737",7,1,"hardwood","ridge",2010,"lysbor",1
"1738",7,1,"hardwood","ridge",2010,"maican",5
"1739",7,1,"hardwood","ridge",2010,"mitrep",3
"1740",7,1,"hardwood","ridge",2010,"monuni",0.5
"1741",7,1,"hardwood","ridge",2010,"uvuses",1
"1742",7,1,"hardwood","ridge",2010,"ztot.cover",23.5
"1743",7,2,"hardwood","ridge",2010,"aranud",0.5
"1744",7,2,"hardwood","ridge",2010,"denobs",1
"1745",7,2,"hardwood","ridge",2010,"lysbor",1
"1746",7,2,"hardwood","ridge",2010,"maican",6
"1747",7,2,"hardwood","ridge",2010,"mitrep",12
"1748",7,2,"hardwood","ridge",2010,"monuni",0.5
"1749",7,2,"hardwood","ridge",2010,"ztot.cover",21
"1750",7,3,"hardwood","ridge",2010,"aranud",4
"1751",7,3,"hardwood","ridge",2010,"carpen",0.5
"1752",7,3,"hardwood","ridge",2010,"denpun",25
"1753",7,3,"hardwood","ridge",2010,"lysbor",0.5
"1754",7,3,"hardwood","ridge",2010,"maican",15
"1755",7,3,"hardwood","ridge",2010,"mitrep",12
"1756",7,3,"hardwood","ridge",2010,"ztot.cover",57
"1757",7,4,"hardwood","ridge",2010,"aranud",10
"1758",7,4,"hardwood","ridge",2010,"carpen",1
"1759",7,4,"hardwood","ridge",2010,"denpun",8
"1760",7,4,"hardwood","ridge",2010,"lysbor",0.5
"1761",7,4,"hardwood","ridge",2010,"maican",10
"1762",7,4,"hardwood","ridge",2010,"mitrep",25
"1763",7,4,"hardwood","ridge",2010,"ztot.cover",54.5
"1764",7,5,"hardwood","ridge",2010,"aranud",5
"1765",7,5,"hardwood","ridge",2010,"lysbor",2
"1766",7,5,"hardwood","ridge",2010,"maican",3
"1767",7,5,"hardwood","ridge",2010,"ztot.cover",10
"1768",7,6,"hardwood","ridge",2010,"denobs",1
"1769",7,6,"hardwood","ridge",2010,"denpun",1
"1770",7,6,"hardwood","ridge",2010,"hupluc",2
"1771",7,6,"hardwood","ridge",2010,"lysbor",0.5
"1772",7,6,"hardwood","ridge",2010,"maican",12
"1773",7,6,"hardwood","ridge",2010,"mitrep",3
"1774",7,6,"hardwood","ridge",2010,"ztot.cover",19.5
"1775",7,7,"hardwood","ridge",2010,"carpen",0.5
"1776",7,7,"hardwood","ridge",2010,"lysbor",0.5
"1777",7,7,"hardwood","ridge",2010,"maican",10
"1778",7,7,"hardwood","ridge",2010,"mitrep",3
"1779",7,7,"hardwood","ridge",2010,"ztot.cover",14
"1780",7,8,"hardwood","ridge",2010,"aranud",10
"1781",7,8,"hardwood","ridge",2010,"denobs",0.5
"1782",7,8,"hardwood","ridge",2010,"denpun",35
"1783",7,8,"hardwood","ridge",2010,"lysbor",1
"1784",7,8,"hardwood","ridge",2010,"maican",5
"1785",7,8,"hardwood","ridge",2010,"medvir",3
"1786",7,8,"hardwood","ridge",2010,"mitrep",10
"1787",7,8,"hardwood","ridge",2010,"ztot.cover",64.5
"1788",7,9,"hardwood","ridge",2010,"aranud",15
"1789",7,9,"hardwood","ridge",2010,"carpen",0.5
"1790",7,9,"hardwood","ridge",2010,"denobs",1
"1791",7,9,"hardwood","ridge",2010,"lysbor",1
"1792",7,9,"hardwood","ridge",2010,"maican",4
"1793",7,9,"hardwood","ridge",2010,"mitrep",4
"1794",7,9,"hardwood","ridge",2010,"uvuses",4
"1795",7,9,"hardwood","ridge",2010,"vaccor",15
